Station_Code;Data_Type;Date;Month;Measurer;Daily_max_vol;Day_max_vol;Rain_days;Monthly_total_vol;Annual_vol;Year;Vol_fortnight1;Vol_fortnight2;Vol_week1;Vol_week2;Vol_week3;Vol_week4;Day01;Day02;Day03;Day04;Day05;Day06;Day07;Day08;Day09;Day10;Day11;Day12;Day13;Day14;Day15;Day16;Day17;Day18;Day19;Day20;Day21;Day22;Day23;Day24;Day25;Day26;Day27;Day28;Day29;Day30;Day31
2951010;Raw;01/01/2004;January;Pluviometer;19.1;12;6;35.9;;;21.1;14.8;2;19.1;0.3;14.5;0;0;0;0;0;0;0;2;0;0;0;19.1;0;0;0;0;0;0;0;0;0;0.3;0;0;9.3;0;0;0;2;3.2;0
2951010;Raw;01/12/2003;December;Pluviometer;100.2;12;10;334.3;1802.5;2003;223.8;110.5;5;218.8;91.1;19.4;0;0;0;0;5;0;0;0;49.4;0;0;100.2;0;0;69.2;48.5;0;0;0;4;37.3;1.3;0;0;0;0;0;0;0;4.1;15.3
2951010;Raw;01/11/2003;November;Pluviometer;47.4;24;8;176.1;;;76.1;100;55.1;21;47.3;52.7;39.3;3.2;0;0;0;8.4;4.2;0;0;0;0;0;21;0;0;0;0;47.3;0;0;0;0;0;47.4;0;0;5.3;0;0;0;
2951010;Raw;01/10/2003;October;Pluviometer;63.3;26;8;211.4;;;75.8;135.6;14.6;61.2;31.3;104.3;0;0;0;0;8.4;6.2;0;0;58.2;3;0;0;0;0;0;0;0;0;3;0;28.3;0;0;0;41;63.3;0;0;0;0;0
2951010;Raw;01/09/2003;September;Pluviometer;20.4;8;6;68.3;;;41.7;26.6;20.4;21.3;10.6;16;0;0;0;0;0;0;0;20.4;7.3;14;0;0;0;0;0;0;0;0;0;6.4;4.2;0;0;16;0;0;0;0;0;0;
2951010;Raw;01/08/2003;August;Pluviometer;17.3;14;5;50.9;;;19.3;31.6;0;19.3;0;31.6;0;0;0;0;0;0;0;0;0;0;0;0;0;17.3;2;0;0;0;0;0;0;0;0;17.3;13.2;0;0;0;1.1;0;0
2951010;Raw;01/07/2003;July;Pluviometer;68;9;6;134.6;;;99.4;35.2;25.2;74.2;35.2;0;0;0;0;0;0;25.2;0;0;68;0;0;0;0;0;6.2;23;0;0;0;0;11;1.2;0;0;0;0;0;0;0;0;0
2951010;Raw;01/06/2003;June;Pluviometer;33.4;3;13;155.5;;;119.6;35.9;67.1;52.5;35.9;0;11.1;5.1;33.4;5.4;6.1;6;0;0;0;0;27.1;0;22;3.4;0;0;25.4;4.2;0.2;0;0;6.1;0;0;0;0;0;0;0;0;
2951010;Raw;01/05/2003;May;Pluviometer;32.4;23;6;72.5;;;31.8;40.7;31.8;0;32.4;8.3;22.8;1.6;0;0;0;3;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.4;8.3;0;0;0;0;0;0;0
2951010;Raw;01/04/2003;April;Pluviometer;60.3;30;7;185.8;;;45.4;140.4;45.4;0;39;101.4;0;0;0;45.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0.3;1;30.3;9.5;60.3;
2951010;Raw;01/03/2003;March;Pluviometer;17.2;21;10;86.6;;;59.4;27.2;46.7;12.7;27.2;0;0;13;11.3;3.6;0;0;12.4;6.4;0;0;1.2;0.3;11.2;0;0;0;10;0;0;0;17.2;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/02/2003;February;Pluviometer;53.6;20;12;179.5;;;107.5;72;25.6;81.9;65.7;6.3;0;22.4;0;0;0;3.2;0;22.2;23.1;30.4;0;0;2.2;4;0;0;11.7;0;0;53.6;0.4;0;0;0;1.3;5;0;0;;;
2951010;Raw;01/01/2003;January;Pluviometer;65.4;23;5;147;;;52;95;18;34;93.6;1.4;0;0;0;18;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;28.2;0;0;65.4;0;0;0;0;1.4;0;0;0
2951010;Raw;01/12/2002;December;Pluviometer;62;8;12;233;2265.7;2002;168.1;64.9;167.1;1;15.4;49.5;22;0;22.3;0;38.4;22.4;0;62;0;0;0;1;0;0;0;3;0;0;0;0;11.2;1.2;0;23.1;24.3;2.1;0;0;0;0;0
2951010;Raw;01/11/2002;November;Pluviometer;65.2;10;13;195.7;;;103.7;92;37.3;66.4;63.9;28.1;0.4;0;0;35.6;1.3;0;0;0;0;65.2;1.2;0;0;0;0;0;0;32;4.2;2.4;25.3;0;0;0;4;3.1;0;17.7;3.3;0;
2951010;Raw;01/10/2002;October;Pluviometer;103.2;25;19;382;;;117;265;86.2;30.8;90.4;174.6;1.2;0;30.4;0;1.2;14.4;0;39;9.1;12.4;5.5;3.8;0;0;0;0;21.2;0;33.8;29;6.4;0;0;1.3;103.2;3.2;12;0;0;10.6;44.3
2951010;Raw;01/09/2002;September;Pluviometer;36.4;30;10;148.8;;;59.7;89.1;26.2;33.5;52.7;36.4;0;0.3;0;0;0;7.3;18.6;0;0;0;0;32.4;1.1;0;0;0;34.3;5.1;0;1.3;12;0;0;0;0;0;0;0;0;36.4;
2951010;Raw;01/08/2002;August;Pluviometer;51.4;24;9;142.3;;;42.1;100.2;19.6;22.5;42.7;57.5;0;0;19.6;0;0;0;0;0;22.2;0;0;0;0;0.3;0;0;0;0;0;1;32.7;8.6;0.4;51.4;0;0;0;0;6.1;0;0
2951010;Raw;01/07/2002;July;Pluviometer;94.1;27;9;239.1;;;76.9;162.2;76.9;0;17.2;145;3;66.1;0;0;0;0;5.6;2.2;0;0;0;0;0;0;0;0;0;0;0;0;17.2;0;0;0;33.4;7.3;94.1;0;0;0;10.2
2951010;Raw;01/06/2002;June;Pluviometer;44;9;13;270.1;;;219.4;50.7;78.3;141.1;28.4;22.3;0;12.1;10.3;0;0;17.2;25.4;13.3;44;27.5;39.2;24.6;2.2;3.6;0;0;0;28.4;0;0;0;0;0;0;0;0;0;0;0;22.3;
2951010;Raw;01/05/2002;May;Pluviometer;37.7;16;11;121.8;;;41.7;80.1;41.7;0;59.2;20.9;0;0;0;0;0;21.4;2.3;18;0;0;0;0;0;0;0;37.7;0;1;2.2;11;7.3;0;0;0;0;0;0;0;1;18.7;1.2
2951010;Raw;01/04/2002;April;Pluviometer;66;1;13;210.7;;;92;118.7;66;26;56.8;61.9;66;0;0;0;0;0;0;0;0;0;3.3;18.4;4.3;0;0;0;2.2;3.3;1;47.3;3;0;0;6.3;7;35.3;0;0;0;13.3;
2951010;Raw;01/03/2002;March;Pluviometer;36;31;14;149.2;;;83.7;65.5;61.5;22.2;9.9;55.6;31;10.3;0;0;16;4;0.2;0;0;0;0;15.3;0;4.8;2.1;0;0;0;0.2;8.3;1.4;0;0;0;0;19.2;0;0.4;0;0;36
2951010;Raw;01/02/2002;February;Pluviometer;25.2;1;11;103.4;;;71.8;31.6;37.5;34.3;9.4;22.2;25.2;0;0;0;0;12.3;0;3;2.5;16.4;0;0;3.2;9.2;0;5;0;0;4.4;0;0;11.2;11;0;0;0;0;0;;;
2951010;Raw;01/01/2002;January;Pluviometer;26.7;1;10;69.6;;;39.5;30.1;35.2;4.3;1.3;28.8;26.7;3.3;5.2;0;0;0;0;0;0;0;0.3;0;0;0;4;0;0;0;0;0;0;0;1.3;2;6.4;0;20.2;0.2;0;0;0
2951010;Raw;01/12/2001;December;Pluviometer;29;6;8;80.7;1763.1;2001;38.7;42;38.7;0;35.8;6.2;0.4;0.2;0;0;1.1;29;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.1;26.7;6.2;0;0;0;0;0;0;0
2951010;Raw;01/11/2001;November;Pluviometer;80.5;27;6;183.6;;;70.9;112.7;28.3;42.6;12;100.7;0;0;0;0;0;0;0;28.3;0;0;28.2;0;0;14.4;0;0;0;0;0;0;0;12;0;0;0;0;80.5;20.2;0;0;
2951010;Raw;01/10/2001;October;Pluviometer;47.3;1;11;109.7;;;84.5;25.2;78.5;6;16.6;8.6;47.3;3.4;0.2;0;3.3;0;0;24.3;6;0;0;0;0;0;0;16.1;0.2;0;0;0;0;0.3;0;0;0;0;0;0;0;4.4;4.2
2951010;Raw;01/09/2001;September;Pluviometer;60.3;30;11;242.2;;;131.7;110.5;56.8;74.9;0;110.5;22;0;0;1;8.4;0;0;25.4;2;19.4;0;0;7.2;46.3;0;0;0;0;0;0;0;0;0;0;0;27.2;0;23;0;60.3;
2951010;Raw;01/08/2001;August;Pluviometer;22.2;20;4;36.4;;;1.2;35.2;1.2;0;23.2;12;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;1;22.2;0;0;0;0;0;0;0;0;12;0;0
2951010;Raw;01/07/2001;July;Pluviometer;104.3;20;10;243.7;;;119.8;123.9;60.4;59.4;118.7;5.2;0;14.4;0;0;46;0;0;0;0;32;20;7.4;0;0;0;0;0;6.2;8.2;104.3;0;0;0;0;0;5;0.2;0;0;0;0
2951010;Raw;01/06/2001;June;Pluviometer;40.4;16;10;119.9;;;21.3;98.6;21.3;0;59.1;39.5;0;0;0;0;0;14.3;7;0;0;0;0;0;0;0;0;40.4;6.2;0.3;0.2;11.6;0.4;0;0;0;32.2;7.3;0;0;0;0;
2951010;Raw;01/05/2001;May;Pluviometer;30.3;22;10;74.4;;;43;31.4;41;2;31;0.4;0;1;0.4;28.7;7.4;3.5;0;0;2;0;0;0;0;0;0;0.4;0.3;0;0;0;0;30.3;0;0;0;0;0;0.4;0;0;0
2951010;Raw;01/04/2001;April;Pluviometer;62.1;24;15;204.2;;;66.6;137.6;44.8;21.8;23.4;114.2;5.3;0;0;0;0;20.2;0;19.3;6.3;12.3;0;0;3.2;0;0;0;0;0;0;11.2;12.2;0;0;62.1;0.3;1.1;20.4;16;11.2;3.1;
2951010;Raw;01/03/2001;March;Pluviometer;22.6;16;12;121.3;;;39.8;81.5;37.3;2.5;63.4;18.1;0;0;20.1;0;0;0;17.2;0;0;0;0;0;0;0;2.5;22.6;0;0;12.2;0;0.3;21.3;7;0;2.2;0.3;12.2;0;0;0;3.4
2951010;Raw;01/02/2001;February;Pluviometer;35.1;27;10;97;;;37.9;59.1;13.5;24.4;22.6;36.5;0;0;12.3;0;0;1.2;0;0;11.2;0;0;0;13.2;0;6.4;0;0;15.2;1;0;0;1;0;0;0.4;0;35.1;0;;;
2951010;Raw;01/01/2001;January;Pluviometer;71.7;11;16;250;;;175.6;74.4;27.7;147.9;33.7;40.7;0;0;0;0;0;23.5;4.2;0;13.4;15;71.7;0;0;15.6;32.2;11.2;0;6.4;7.3;4.3;0;0;4.5;1.1;0;0;0;8.8;25.4;0;5.4
2951010;Raw;01/12/2000;December;Pluviometer;37;30;12;116.9;1768.9;2000;31.5;85.4;19.9;11.6;26.3;59.1;0;0;7.3;10.3;0;2.3;0;0;0;0;0;9.2;0;2.4;0;1;0;0;0;0;0;25.3;0;2;8;3.3;0;8.8;0;37;0
2951010;Raw;01/11/2000;November;Pluviometer;54;24;12;177.9;;;97.8;80.1;66.6;31.2;0;80.1;0;3.3;12.3;0;0;0;0;51;12;5;0;12.4;1.8;0;0;0;0;0;0;0;0;0;0;54;6.2;0;0;0.3;17.4;2.2;
2951010;Raw;01/10/2000;October;Pluviometer;88.3;13;13;234.2;;;155.5;78.7;37.7;117.8;65.9;12.8;2.4;0;0;21.2;12.4;0.2;0;1.5;0;0;17;0;88.3;12.5;0;0;4.4;21.1;0;40.4;0;0;0;4.2;0;0;8.6;0;0;0;0
2951010;Raw;01/09/2000;September;Pluviometer;71.3;19;8;241.4;;;126;115.4;0;126;88.4;27;0;0;0;0;0;0;0;0;0;7.3;21.2;28.1;0;43.4;26;0;0;0;71.3;0;0;17.1;0;27;0;0;0;0;0;0;
2951010;Raw;01/08/2000;August;Pluviometer;56.6;26;5;115.9;;;59.3;56.6;4;55.3;0;56.6;0;0;4;0;0;0;0;0;13.3;8.6;0;0;0;0;33.4;0;0;0;0;0;0;0;0;0;0;56.6;0;0;0;0;0
2951010;Raw;01/07/2000;July;Pluviometer;35.2;9;6;105.4;;;96.1;9.3;14.6;81.5;9.3;0;0;0;14.6;0;0;0;0;0;35.2;21.5;20.5;4.3;0;0;0;0;0;0;0;0;0;9.3;0;0;0;0;0;0;0;0;0
2951010;Raw;01/06/2000;June;Pluviometer;54.4;30;11;148.9;;;42.1;106.8;34.8;7.3;51;55.8;0;0;0;0;2.2;13;10.2;9.4;0;0;7.3;0;0;0;0;0;26.2;9.6;13.6;1.6;0;0;0;0;0;0;1.4;0;0;54.4;
2951010;Raw;01/05/2000;May;Pluviometer;13;2;7;42.1;;;13.2;28.9;13.2;0;16.7;12.2;0;13;0.2;0;0;0;0;0;0;0;0;0;0;0;0;6;1;5.7;4;0;0;0;0;0;0;12.2;0;0;0;0;0
2951010;Raw;01/04/2000;April;Pluviometer;45.2;29;9;113.4;;;47.8;65.6;1;46.8;20.4;45.2;0;0;0;0;0;1;0;0;0;0;0;29.3;17.2;0.3;0;0;0;0.6;18.3;0.3;1.2;0;0;0;0;0;0;0;45.2;0;
2951010;Raw;01/03/2000;March;Pluviometer;31.2;4;14;182.4;;;99.9;82.5;90.9;9;0.2;82.3;30.2;0;0;31.2;25;2.2;2.3;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0.2;0;16.3;12;0;10.3;15.3;3.2;14.2;11
2951010;Raw;01/02/2000;February;Pluviometer;38.4;28;7;81;;;13.7;67.3;10.5;3.2;0;67.3;7.4;0;0;0;3.1;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;15.3;0;0;2.3;0;38.4;11.3;;
2951010;Raw;01/01/2000;January;Pluviometer;98;15;10;209.4;;;120.6;88.8;0;120.6;37.2;51.6;0;0;0;0;0;0;0;0;0;0;19;0;3.6;0;98;12.2;17.2;7.8;0;0;0;0;0;0;2.2;33;6.2;0;0;0;10.2
2951010;Raw;01/12/1999;December;Pluviometer;43;14;7;97.7;1378.8;1999;86.4;11.3;43.4;43;2.6;8.7;0;0;19.4;0;0;0;0;24;0;0;0;0;0;43;0;0.4;0;0;2.2;0;0;0;0;0;0;0;0;0;0;2.3;6.4
2951010;Raw;01/11/1999;November;Pluviometer;52.6;4;9;135.7;;;113.8;21.9;113.8;0;2.3;19.6;0;27.4;7.3;52.6;23.2;0;0;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;4.2;0;10.2;5.2;0;0;0;
2951010;Raw;01/10/1999;October;Pluviometer;52.3;2;11;158.8;;;142.3;16.5;86.4;55.9;12.5;4;1.3;52.3;0;0;0;2.2;9.3;21.3;1.2;0;0;0;6.6;43.1;5;12.5;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2951010;Raw;01/09/1999;September;Pluviometer;31.8;3;12;131.6;;;106;25.6;74.2;31.8;0;25.6;4;0.3;31.8;0.3;17.2;3.6;0;17;2.2;0;0;0;0;14.3;15.3;0;0;0;0;0;0;0;0;0;0;0;0.4;0;25.2;0;
2951010;Raw;01/08/1999;August;Pluviometer;35.8;28;6;59.7;;;21.6;38.1;2.2;19.4;0;38.1;0;0;0;0;0;0;2.2;0;0;0;0;0;17;1.3;1.1;0;0;0;0;0;0;0;0;0;0;0;2.3;35.8;0;0;0
2951010;Raw;01/07/1999;July;Pluviometer;54.7;20;11;172;;;41.2;130.8;41.2;0;86.2;44.6;0;12;24.4;1.2;0;0;0;3.6;0;0;0;0;0;0;0;1.4;13.7;8.2;8.2;54.7;0;0;0;0;0;0;26.1;0;0;0;18.5
2951010;Raw;01/06/1999;June;Pluviometer;84.3;10;6;108.6;;;99.7;8.9;0;99.7;1.6;7.3;0;0;0;0;0;0;0;0;14.4;84.3;0;1;0;0;0;0;0;1.4;0.2;0;0;0;0;0;0;0;7.3;0;0;0;
2951010;Raw;01/05/1999;May;Pluviometer;42;26;8;94.8;;;5.8;89;5.8;0;0.8;88.2;0;0;0;0;2.2;0.4;3.2;0;0;0;0;0;0;0;0;0;0;0;0.4;0.4;0;0;0;0;0;42;5.2;0;41;0;0
2951010;Raw;01/04/1999;April;Pluviometer;32.1;3;14;152.7;;;134.2;18.5;111.7;22.5;12.9;5.6;1.1;25.5;32.1;0;18.2;2.3;5.3;27.2;0;0;11.1;5.2;4.2;0;2;7.5;5.4;0;0;0;0;0;0;0;0;0;0;0;5.6;0;
2951010;Raw;01/03/1999;March;Pluviometer;10.4;29;6;39.1;;;16.3;22.8;6.3;10;5;17.8;0;0;0;6.3;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;5;0;0;0;0;6;0;0;10.4;1.4;0
2951010;Raw;01/02/1999;February;Pluviometer;34;25;6;113.2;;;65.8;47.4;19.2;46.6;13.4;34;0;19.2;0;0;0;0;0;21.2;3.4;0;0;0;0;22;0;13.4;0;0;0;0;0;0;0;0;34;0;0;0;;;
2951010;Raw;01/01/1999;January;Pluviometer;55.2;5;7;114.9;;;68.5;46.4;55.2;13.3;17.2;29.2;0;0;0;0;55.2;0;0;0;0;0;0;0;0;0;13.3;0;0;0;3.2;0;0;0;14;0;0;18.2;0;0;6;5;0
2951010;Raw;01/12/1998;December;Pluviometer;24.6;11;7;73.3;1421.5;1998;44.2;29.1;13.5;30.7;22.1;7;0;0;0;0;13.5;0;0;0;6.1;0;24.6;0;0;0;0;0;4.4;0;0;0;7.3;10.4;0;0;0;0;0;0;7;0;0
2951010;Raw;01/11/1998;November;Pluviometer;23.2;17;6;52.1;;;18.9;33.2;18.9;0;26.6;6.6;0;0;0;3.2;10.3;0;5.4;0;0;0;0;0;0;0;0;0;23.2;3.4;0;0;0;0;0;0;6.6;0;0;0;0;0;
2951010;Raw;01/10/1998;October;Pluviometer;32.3;17;8;96.3;;;22.6;73.7;22.6;0;36.6;37.1;0;0;1.2;0;20.4;0;0;1;0;0;0;0;0;0;0;4.3;32.3;0;0;0;0;0;0;16.7;0;8.2;12.2;0;0;0;0
2951010;Raw;01/09/1998;September;Pluviometer;65;18;11;164.8;;;70.9;93.9;38.8;32.1;71.2;22.7;0;0;0;9.2;0;0;12.2;17.4;0;0;1.1;0;30.7;0;0.3;0;0;65;1.2;5;0;0;0;0;1.3;21.4;0;0;0;0;
2951010;Raw;01/08/1998;August;Pluviometer;62;15;13;137.5;;;83.9;53.6;21.6;62.3;16.4;37.2;20.4;0.4;0.4;0;0;0.4;0;0;0;0;0.3;0;0;0;62;1.2;0;3.4;1;0.3;2.4;8.1;0;0;0;37.2;0;0;0;0;0
2951010;Raw;01/07/1998;July;Pluviometer;33.2;8;11;177.7;;;78.9;98.8;72.7;6.2;40.2;58.6;7.2;12.3;0;0;0;0;20;33.2;6.2;0;0;0;0;0;0;0;0;23;0;0;6;0;11.2;31.5;0;1.4;0;0;25.7;0;0
2951010;Raw;01/06/1998;June;Pluviometer;34;23;8;93.9;;;26.8;67.1;0;26.8;40.4;26.7;0;0;0;0;0;0;0;0;0;0;22.3;3;0.4;0;1.1;0;6.4;0;0;0;0;0;34;26.3;0;0;0;0;0;0.4;
2951010;Raw;01/05/1998;May;Pluviometer;33.4;13;8;79.5;;;57.6;21.9;0;57.6;5.5;16.4;0;0;0;0;0;0;0;0;0;0;0;0;33.4;21.2;3;2;2.4;1.1;0;0;0;0;0;0;0;15.4;1;0;0;0;0
2951010;Raw;01/04/1998;April;Pluviometer;36.3;11;13;150.5;;;74;76.5;10;64;34.5;42;0;0;0;0;0;0;10;0;0;0;36.3;7;19;0.3;1.4;0;12.1;3;0;0;0;2;17.4;7;0;0;0;34.6;0;0.4;
2951010;Raw;01/03/1998;March;Pluviometer;22.2;18;10;76.4;;;33.3;43.1;12.3;21;31.4;11.7;12.3;0;0;0;0;0;0;0;2.3;0;3.2;1;6.3;8.2;0;0;0;22.2;9.2;0;0;0;0;0;2.4;0;0;9.3;0;0;0
2951010;Raw;01/02/1998;February;Pluviometer;41;7;12;203.6;;;108;95.6;78.3;29.7;5.2;90.4;17;1.3;0;19;0;0;41;1;0;28.4;0.3;0;0;0;0;5.2;0;0;0;0;0;2.3;0;21.1;0;28;0;39;;;
2951010;Raw;01/01/1998;January;Pluviometer;23.4;26;13;115.9;;;46.1;69.8;8.8;37.3;15.3;54.5;3;1.2;0;0;0;2.4;2.2;0;23.2;0;0;2;8.1;4;0;0;0;0;0;0;0;0;15.3;18.2;10.7;23.4;0;2.2;0;0;0
2951010;Raw;01/12/1997;December;Pluviometer;56.2;25;13;198.9;1730.3;1997;35.6;163.3;7.4;28.2;35.5;127.8;0;0;0;0;0;0;7.4;0;0;0;21.8;0;5.2;0;1.2;0;0;0;0;1.3;0;0;34.2;0;56.2;1;1;13;16.4;39;1.2
2951010;Raw;01/11/1997;November;Pluviometer;40.7;2;14;236.3;;;156.3;80;82.9;73.4;19.4;60.6;18.5;40.7;2.2;0;21.3;0.2;0;0;4.3;0;1.1;27.3;29.5;11.2;0;0;0;0;0;0;2.3;0;17.1;0;0;30.2;30.4;0;0;0;
2951010;Raw;01/10/1997;October;Pluviometer;72.1;5;18;349.2;;;254.8;94.4;110.5;144.3;20.4;74;5.4;17.8;0;0;72.1;15.2;0;0;24;17.2;4.2;0;38.4;11;49.5;3.4;0;0;0;0;0;17;0;4;6;0;0;0.2;48.6;2.4;12.8
2951010;Raw;01/09/1997;September;Pluviometer;19.4;13;8;53.2;;;35.4;17.8;4.7;30.7;9;8.8;0;0;2.3;0;2.4;0;0;0;11;0;0;0;19.4;0.3;0;0;0;0;0;9;0;0;0;0;0;0;0;0;4.8;4;
2951010;Raw;01/08/1997;August;Pluviometer;56.8;20;12;259.1;;;156.3;102.8;156.3;0;102.5;0.3;23.3;27;45.3;44.6;0;0;9.5;6.6;0;0;0;0;0;0;0;0;14.6;0;0;56.8;26.8;3.7;0.6;0.3;0;0;0;0;0;0;0
2951010;Raw;01/07/1997;July;Pluviometer;26.3;17;6;82.6;;;25.8;56.8;25.8;0;56.8;0;0;0;19.3;0;0;0;6.5;0;0;0;0;0;0;0;0;0;26.3;0;14.4;3.3;12.8;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/06/1997;June;Pluviometer;47.4;14;9;139;;;61;78;12;49;56.2;21.8;0;0;0;0;0;0;0;12;0;0;1.4;0;0;47.4;0.2;0;0;0;35;0;0;0.2;21;13;0;8.8;0;0;0;0;
2951010;Raw;01/05/1997;May;Pluviometer;57.5;20;5;77.6;;;2;75.6;2;0;57.8;17.8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.5;0;0.3;0;0;0;0;0;17.5;0.3;0;0
2951010;Raw;01/04/1997;April;Pluviometer;36.4;20;6;63;;;5.7;57.3;5.7;0;48.1;9.2;0;0.4;0;5.3;0;0;0;0;0;0;0;0;0;0;0;0;8.3;0;0;36.4;3.4;0;0;0;9.2;0;0;0;0;0;
2951010;Raw;01/03/1997;March;Pluviometer;14.7;5;3;23.1;;;22;1.1;14.7;7.3;1.1;0;0;0;0;0;14.7;0;0;0;0;0;7.3;0;0;0;0;0;0;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0
2951010;Raw;01/02/1997;February;Pluviometer;50;24;13;167.7;;;91.9;75.8;61.1;30.8;10.3;65.5;2.8;18;32.7;3.5;3.1;1;0;0.4;0;0;7.4;0;23;0;0;0;0;0;10.3;0;0;0;0;50;15.3;0;0;0.2;;;
2951010;Raw;01/01/1997;January;Pluviometer;31.3;20;9;80.6;;;8.6;72;1.3;7.3;35.3;36.7;0;0;0;0;0;0;0;1.3;0;0;0;0;0;7.3;0;0;0;0;0;31.3;4;0;0;0;7;3.2;0;6.2;0;9.3;11
2951010;Raw;01/12/1996;December;Pluviometer;24;19;8;65.9;1797;1996;39.8;26.1;17.4;22.4;26.1;0;0;0;0;2.4;0;1.4;6.3;7.3;0;0;14.9;7.5;0;0;0;0;2.1;0;24;0;0;0;0;0;0;0;0;0;0;0;0
2951010;Raw;01/11/1996;November;Pluviometer;61.8;13;7;205.4;;;123.1;82.3;51.9;71.2;43.6;38.7;0;0;20.5;0;0;0;0;31.4;0;9.4;0;0;61.8;0;0;43.6;0;0;0;0;0;0;0;20.4;0;0;0;0;0;18.3;
2951010;Raw;01/10/1996;October;Pluviometer;44.5;25;13;164.7;;;90.2;74.5;3.3;86.9;29.7;44.8;0;0;0;0;3.3;0;0;0;0;32.1;8.6;0;0.2;38.6;7.4;0;0;14;0;0.3;0.6;8.2;6.6;0;44.5;0;0;0;0;0.3;0
2951010;Raw;01/09/1996;September;Pluviometer;34.9;28;9;125.4;;;8;117.4;8;0;34.4;83;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.4;19.3;0;0;0;0;6.7;0;7.3;22.4;12.1;6.3;34.9;0;0;
2951010;Raw;01/08/1996;August;Pluviometer;49.2;26;9;173.3;;;81.9;91.4;56.1;25.8;0;91.4;0;0;0;22;32;2.1;0;0;0;0;0;0;0;13.8;12;0;0;0;0;0;0;0;0;0;0;49.2;6;0;0;16;20.2
2951010;Raw;01/07/1996;July;Pluviometer;30;18;10;126.7;;;72.6;54.1;69.8;2.8;38;16.1;0;6.8;0;10;23;0;11;19;0;0;2.8;0;0;0;0;0;0;30;0;0;8;0;0;0;0;13;3.1;0;0;0;0
2951010;Raw;01/06/1996;June;Pluviometer;47;27;9;152.3;;;45.1;107.2;4.9;40.2;38;69.2;4.9;0;0;0;0;0;0;0;0;0;37.2;3;0;0;0;32;5;1;0;0;0;0;0;0;0;18.2;47;4;0;0;
2951010;Raw;01/05/1996;May;Pluviometer;28.4;31;4;32.4;;;2.2;30.2;1;1.2;1.8;28.4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;28.4
2951010;Raw;01/04/1996;April;Pluviometer;46;17;12;253;;;165;88;75;90;86;2;0;0;8;2;41;18;6;0;0;0;13;11;39;27;0;0;46;40;0;0;0;0;0;2;0;0;0;0;0;0;
2951010;Raw;01/03/1996;March;Pluviometer;14;22;8;54.8;;;11.4;43.4;11.4;0;31.2;12.2;0;0;0;9.4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11.2;0;14;0;4;0;0;0;6.2;2;0;0
2951010;Raw;01/02/1996;February;Pluviometer;40.8;23;19;314.4;;;147;167.4;101.9;45.1;55.4;112;22;34;0;10;19.5;16.4;0;3.1;0;32;0;0;10;0;6;8;19;0;0;8;14.4;13.2;40.8;3;10;23;0;0;22;;
2951010;Raw;01/01/1996;January;Pluviometer;28;13;13;128.7;;;54.8;73.9;17.4;37.4;44.8;29.1;0;0;0;6;11.4;0;0;0;0;0;0;9.4;28;0;0;0;16;2.8;11;2;0;0;13;0;0;9.1;12;6;0;0;2
2951010;Raw;01/12/1995;December;Pluviometer;48;23;6;83.8;1468;1995;2;81.8;0;2;53;28.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5;48;2.5;0;0;0;18;8.3;0;0
2951010;Raw;01/11/1995;November;Pluviometer;42.5;9;4;91.2;;;91.2;0;0;91.2;0;0;0;0;0;0;0;0;0;0;42.5;8.3;0;0;18.4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2951010;Raw;01/10/1995;October;Pluviometer;26.8;4;11;96.6;;;47.7;48.9;37.2;10.5;22.2;26.7;0;0;0;26.8;10.4;0;0;0;8;2.5;0;0;0;0;0;0;18;3.2;0;0;1;0;0;0;13.2;4;0;7;2.5;0;0
2951010;Raw;01/09/1995;September;Pluviometer;32.8;13;9;141;;;71.3;69.7;0;71.3;18;51.7;0;0;0;0;0;0;0;0;0;0;0;14;32.8;18.5;6;0;0;0;0;0;0;18;0;3.6;0;18.4;27.7;2;0;0;
